,Sink,Source,Time Class,Time Delta,Transmission Type,Weight,Host1,Isolation Date1,State1,Subtype1,Host2,Isolation Date2,State2,Subtype2
827,A/mallard/Interior Alaska/9BM9985R0/2009,A/mallard/Interior Alaska/9BM9983R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H4N6
828,A/mallard/Iowa/10OS2420/2010,A/blue-winged teal/Missouri/10MO003/2010,Direct Transmission,3,Inter-Species,7.759391999999999,IRD:Teal/Avian,2010-09-15,Missouri,H4N6,IRD:Mallard/Avian,2010-09-18,Iowa,H4N6
829,A/mallard/Iowa/10OS2685/2010,A/mallard/Wisconsin/2530/2009,Environmental Persistence,377,Intra-Species,7.744580000000001,IRD:Mallard/Avian,2009-10-04,Wisconsin,H4N2,IRD:Mallard/Avian,2010-10-16,Iowa,H4N2
830,A/mallard/Iowa/10OS2752/2010,A/mallard/New Jersey/AI09-5122/2009,Environmental Persistence,384,Intra-Species,7.802441999999999,IRD:Mallard/Avian,2009-09-28,New Jersey,H11N9,IRD:Mallard/Avian,2010-10-17,Iowa,H11N9
831,A/mallard/Michigan/10OS1491/2010,A/blue-winged Teal/Minnesota/AI09-3786/2009,Environmental Persistence,348,Inter-Species,7.716653000000001,IRD:Blue-Winged Teal/Avian,2009-09-06,Minnesota,H4N6,IRD:Mallard/Avian,2010-08-20,Michigan,H4N6
832,A/mallard/Michigan/10OS1497/2010,A/mallard/Ohio/10OS1469/2010,Direct Transmission,2,Intra-Species,7.958507000000001,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2,IRD:Mallard/Avian,2010-08-20,Michigan,H3N2
833,A/mallard/Minnesota/AI09-1666/2009,A/mallard/Minnesota/AI09-1669/2009,Direct Transmission,0,Intra-Species,7.998713,IRD:Mallard/Avian,2009-07-27,Minnesota,H10N3,IRD:Mallard/Avian,2009-07-27,Minnesota,H10N3
834,A/mallard/Minnesota/AI09-1669/2009,A/mallard/Minnesota/AI09-1666/2009,Direct Transmission,0,Intra-Species,7.998713,IRD:Mallard/Avian,2009-07-27,Minnesota,H10N3,IRD:Mallard/Avian,2009-07-27,Minnesota,H10N3
835,A/mallard/Minnesota/AI09-1678/2009,A/mallard/Minnesota/AI09-1684/2009,Direct Transmission,0,Intra-Species,7.99887,IRD:Mallard/Avian,2009-07-27,Minnesota,H1N1,IRD:Mallard/Avian,2009-07-27,Minnesota,H1N1
836,A/mallard/Minnesota/AI09-1684/2009,A/mallard/Minnesota/AI09-1678/2009,Direct Transmission,0,Intra-Species,7.99887,IRD:Mallard/Avian,2009-07-27,Minnesota,H1N1,IRD:Mallard/Avian,2009-07-27,Minnesota,H1N1
837,A/mallard/Minnesota/AI09-1829/2009,A/mallard/New Brunswick/00495/2010,Direct Transmission,-380,Intra-Species,7.654330999999999,IRD:Mallard/Avian,2010-08-12,New Brunswick,H3N8,IRD:Mallard/Avian,2009-07-28,Minnesota,H3N8
838,A/mallard/Minnesota/AI09-1833/2009,A/mallard/Minnesota/AI09-1854/2009,Direct Transmission,0,Intra-Species,7.996809,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4
839,A/mallard/Minnesota/AI09-1851/2009,A/mallard/Minnesota/AI09-1864/2009,Direct Transmission,0,Intra-Species,7.994497999999999,IRD:Mallard/Avian,2009-07-28,Minnesota,H10N5,IRD:Mallard/Avian,2009-07-28,Minnesota,H10N5
840,A/mallard/Minnesota/AI09-1854/2009,A/mallard/Minnesota/AI09-1833/2009,Direct Transmission,0,Intra-Species,7.996809,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4
841,A/mallard/Minnesota/AI09-1864/2009,A/mallard/Minnesota/AI09-1851/2009,Direct Transmission,0,Intra-Species,7.994497999999999,IRD:Mallard/Avian,2009-07-28,Minnesota,H10N5,IRD:Mallard/Avian,2009-07-28,Minnesota,H10N5
842,A/mallard/Minnesota/AI09-1867/2009,A/mallard/Minnesota/AI09-1854/2009,Direct Transmission,0,Intra-Species,7.996486999999999,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4,IRD:Mallard/Avian,2009-07-28,Minnesota,H8N4
843,A/mallard/Minnesota/AI09-2434/2009,A/northern pintail/Interior Alaska/9BM12700R0/2009,Direct Transmission,-32,Inter-Species,7.6557210000000016,IRD:Northern Pintail/Avian,2009-09-06,Interior Alaska,H3N8,IRD:Mallard/Avian,2009-08-05,Minnesota,H3N8
844,A/mallard/Mississippi/329/2010,A/mallard-black duck hybrid/New Brunswick/00904/2010,Direct Transmission,-241,Inter-Species,7.826367999999999,IRD:Mallard-Black Duck Hybrid/Avian,2010-09-14,New Brunswick,H10N7,IRD:Mallard/Avian,2010-01-16,Mississippi,H10N7
845,A/mallard/Mississippi/354/2010,A/mallard/Mississippi/390/2010,Direct Transmission,-1,Intra-Species,7.9958550000000015,IRD:Mallard/Avian,2010-01-17,Mississippi,H3N8,IRD:Mallard/Avian,2010-01-16,Mississippi,H3N8
846,A/mallard/Mississippi/360/2010,A/mallard/Mississippi/386/2010,Direct Transmission,-1,Intra-Species,7.990005,IRD:Mallard/Avian,2010-01-17,Mississippi,H3N8,IRD:Mallard/Avian,2010-01-16,Mississippi,H3N8
847,A/mallard/Mississippi/386/2010,A/mallard/Mississippi/360/2010,Direct Transmission,1,Intra-Species,7.990005,IRD:Mallard/Avian,2010-01-16,Mississippi,H3N8,IRD:Mallard/Avian,2010-01-17,Mississippi,H3N8
848,A/mallard/Mississippi/390/2010,A/mallard/Mississippi/354/2010,Direct Transmission,1,Intra-Species,7.9958550000000015,IRD:Mallard/Avian,2010-01-16,Mississippi,H3N8,IRD:Mallard/Avian,2010-01-17,Mississippi,H3N8
849,A/mallard/Missouri/10MO0333/2010,A/northern shoveler/Illinois/10OS3619/2010,Environmental Persistence,53,Inter-Species,7.950528,IRD:Northern Shoveler/Avian,2010-10-30,Illinois,H11N9,IRD:Mallard/Avian,2010-12-22,Missouri,H11N9
850,A/mallard/Missouri/220/2009,A/northern shoveler/Missouri/10OS4700/2010,Direct Transmission,-370,Inter-Species,7.765080999999999,IRD:Northern Shoveler/Avian,2010-12-12,Missouri,(N3),IRD:Mallard/Avian,2009-12-07,Missouri,H7N3
851,A/mallard/Missouri/350/2009,A/cinnamon teal/California/225/2011,Direct Transmission,-406,Inter-Species,7.812144,IRD:Cinnamon Teal/Avian,2011-01-16,California,H11N9,IRD:Mallard/Avian,2009-12-06,Missouri,H11N9
852,A/mallard/New Brunswick/00324/2010,A/American black duck/New Brunswick/00326/2010,Direct Transmission,0,Inter-Species,7.998972999999999,IRD:American Black Duck/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
853,A/mallard/New Brunswick/00329/2010,A/mallard/New Brunswick/00324/2010,Direct Transmission,0,Intra-Species,7.995319999999999,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
854,A/mallard/New Brunswick/00337/2010,A/mallard/New Brunswick/00339/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
855,A/mallard/New Brunswick/00339/2010,A/mallard/New Brunswick/00337/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
856,A/mallard/New Brunswick/00340/2010,A/American black duck/New Brunswick/00326/2010,Direct Transmission,0,Inter-Species,7.995057000000001,IRD:American Black Duck/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
857,A/mallard/New Brunswick/00341/2010,A/green-winged teal/New Brunswick/00335/2010,Direct Transmission,0,Inter-Species,7.981415000000001,IRD:Green-winged Teal/Avian,2010-08-08,New Brunswick,H3N8,IRD:Mallard/Avian,2010-08-08,New Brunswick,H3N8
858,A/mallard/New Brunswick/00349/2010,A/American black duck/Nova Scotia/00090/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
859,A/mallard/New Brunswick/00349/2010,A/American black duck/Nova Scotia/00092/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
860,A/mallard/New Brunswick/00349/2010,A/blue-winged teal/Nova Scotia/00121/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:Teal/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
861,A/mallard/New Brunswick/00349/2010,A/mallard/Nova Scotia/00346/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1
862,A/mallard/New Brunswick/00494/2010,A/American black duck/New Brunswick/00615/2010,Direct Transmission,-4,Inter-Species,7.919835000000001,IRD:American Black Duck/Avian,2010-08-16,New Brunswick,H4N8,IRD:Mallard/Avian,2010-08-12,New Brunswick,(N8)
863,A/mallard/New Brunswick/00495/2010,A/American black duck/New Brunswick/00558/2010,Direct Transmission,-2,Inter-Species,7.998850999999998,IRD:American Black Duck/Avian,2010-08-14,New Brunswick,H3N8,IRD:Mallard/Avian,2010-08-12,New Brunswick,H3N8
864,A/mallard/New Brunswick/00593/2010,A/blue-winged teal/New Brunswick/00595/2010,Direct Transmission,0,Inter-Species,7.995389,IRD:Teal/Avian,2010-08-15,New Brunswick,H3N7,IRD:Mallard/Avian,2010-08-15,New Brunswick,H3N7
865,A/mallard/New Brunswick/00854/2010,A/mallard/Wisconsin/2653/2009,Environmental Persistence,331,Intra-Species,7.772344,IRD:Mallard/Avian,2009-10-17,Wisconsin,H4N6,IRD:Mallard/Avian,2010-09-13,New Brunswick,H4N6
866,A/mallard/New Brunswick/00879/2010,A/American black duck/New Brunswick/00886/2010,Direct Transmission,-1,Inter-Species,7.979344,IRD:American Black Duck/Avian,2010-09-13,New Brunswick,H4N9,IRD:Mallard/Avian,2010-09-12,New Brunswick,H4N9
867,A/mallard/New Brunswick/03396/2009,A/mallard/New Brunswick/03397/2009,Direct Transmission,0,Intra-Species,7.998915999999999,IRD:Mallard/Avian,2009-08-09,New Brunswick,H3N8,IRD:Mallard/Avian,2009-08-09,New Brunswick,H3N8
868,A/mallard/New Brunswick/03397/2009,A/mallard/New Brunswick/03396/2009,Direct Transmission,0,Intra-Species,7.998915999999999,IRD:Mallard/Avian,2009-08-09,New Brunswick,H3N8,IRD:Mallard/Avian,2009-08-09,New Brunswick,H3N8
869,A/mallard/New Brunswick/03482/2009,A/green-winged teal/New Brunswick/03483/2009,Direct Transmission,0,Inter-Species,7.997053,IRD:Green-winged Teal/Avian,2009-08-14,New Brunswick,H3N8,IRD:Mallard/Avian,2009-08-14,New Brunswick,H3N8
870,A/mallard/New Jersey/AI09-5086/2009,A/mallard/New Jersey/AI09-5137/2009,Direct Transmission,0,Intra-Species,7.9957699999999985,IRD:Mallard/Avian,2009-09-28,New Jersey,H4N9,IRD:Mallard/Avian,2009-09-28,New Jersey,(H4)
871,A/mallard/New Jersey/AI09-5121/2009,A/gadwall/Iowa/10OS2753/2010,Direct Transmission,-383,Inter-Species,7.570851999999999,IRD:Gadwall/Avian,2010-10-17,Iowa,H3N8,IRD:Mallard/Avian,2009-09-29,New Jersey,H3N8
872,A/mallard/New Jersey/AI09-5122/2009,A/mallard/New Jersey/AI09-5361/2009,Direct Transmission,0,Intra-Species,7.995457000000001,IRD:Mallard/Avian,2009-09-28,New Jersey,H11N9,IRD:Mallard/Avian,2009-09-28,New Jersey,H11N9
873,A/mallard/New Jersey/AI09-5137/2009,A/mallard/New Jersey/AI09-5086/2009,Direct Transmission,0,Intra-Species,7.9957699999999985,IRD:Mallard/Avian,2009-09-28,New Jersey,(H4),IRD:Mallard/Avian,2009-09-28,New Jersey,H4N9
874,A/mallard/New Jersey/AI09-5361/2009,A/mallard/New Jersey/AI09-5122/2009,Direct Transmission,0,Intra-Species,7.995457000000001,IRD:Mallard/Avian,2009-09-28,New Jersey,H11N9,IRD:Mallard/Avian,2009-09-28,New Jersey,H11N9
875,A/mallard/New Jersey/AI09-5405/2009,A/mallard/New Jersey/AI09-6434/2009,Direct Transmission,0,Intra-Species,7.9475599999999975,IRD:Mallard/Avian,2009-09-28,New Jersey,H6N2,IRD:Mallard/Avian,2009-09-28,New Jersey,H6N2
876,A/mallard/New Jersey/AI09-6426/2009,A/blue-winged teal/Prince Edward Island/00844/2010,Direct Transmission,-340,Inter-Species,7.756128999999999,IRD:Teal/Avian,2010-09-03,Prince Edward Island,H4N9,IRD:Mallard/Avian,2009-09-28,New Jersey,H4N9
877,A/mallard/New Jersey/AI09-6434/2009,A/mallard/New Jersey/AI09-5405/2009,Direct Transmission,0,Intra-Species,7.9475599999999975,IRD:Mallard/Avian,2009-09-28,New Jersey,H6N2,IRD:Mallard/Avian,2009-09-28,New Jersey,H6N2
878,A/mallard/Nova Scotia/00084/2010,A/American black duck/Nova Scotia/00090/2010,Direct Transmission,0,Inter-Species,7.999567,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
879,A/mallard/Nova Scotia/00084/2010,A/American black duck/Nova Scotia/00092/2010,Direct Transmission,0,Inter-Species,7.999567,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
880,A/mallard/Nova Scotia/00084/2010,A/blue-winged teal/Nova Scotia/00121/2010,Direct Transmission,0,Inter-Species,7.999567,IRD:Teal/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
881,A/mallard/Nova Scotia/00084/2010,A/mallard/New Brunswick/00349/2010,Environmental Persistence,33,Intra-Species,7.999567,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
882,A/mallard/Nova Scotia/00084/2010,A/mallard/Nova Scotia/00346/2010,Environmental Persistence,33,Intra-Species,7.999567,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
883,A/mallard/Nova Scotia/00085/2010,A/mallard/Nova Scotia/00093/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
884,A/mallard/Nova Scotia/00088/2010,A/American black duck/Nova Scotia/00094/2010,Direct Transmission,0,Inter-Species,7.994836,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
885,A/mallard/Nova Scotia/00088/2010,A/American black duck/Nova Scotia/00098/2010,Direct Transmission,0,Inter-Species,7.994836,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
886,A/mallard/Nova Scotia/00093/2010,A/mallard/Nova Scotia/00085/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-09-10,Nova Scotia,H1N1
887,A/mallard/Nova Scotia/00346/2010,A/American black duck/Nova Scotia/00090/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1
888,A/mallard/Nova Scotia/00346/2010,A/American black duck/Nova Scotia/00092/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:American Black Duck/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1
889,A/mallard/Nova Scotia/00346/2010,A/blue-winged teal/Nova Scotia/00121/2010,Direct Transmission,-33,Inter-Species,8.0,IRD:Teal/Avian,2010-09-10,Nova Scotia,H1N1,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1
890,A/mallard/Nova Scotia/00346/2010,A/mallard/New Brunswick/00349/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-08-08,New Brunswick,H1N1,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H1N1
891,A/mallard/Nova Scotia/00372/2010,A/American black duck/New Brunswick/00344/2010,Direct Transmission,0,Inter-Species,7.9977839999999984,IRD:American Black Duck/Avian,2010-08-08,New Brunswick,H7N7,IRD:Mallard/Avian,2010-08-08,Nova Scotia,H7N7
892,A/mallard/Nova Scotia/00778/2010,A/blue-winged teal/Nova Scotia/00074/2010,Direct Transmission,0,Inter-Species,7.999567999999999,IRD:Teal/Avian,2010-09-07,Nova Scotia,H3N8,IRD:Mallard/Avian,2010-09-07,Nova Scotia,H3N8
893,A/mallard/Nova Scotia/00778/2010,A/blue-winged teal/Nova Scotia/00077/2010,Direct Transmission,0,Inter-Species,7.999567999999999,IRD:Teal/Avian,2010-09-07,Nova Scotia,H3N8,IRD:Mallard/Avian,2010-09-07,Nova Scotia,H3N8
894,A/mallard/Nova Scotia/00778/2010,A/blue-winged teal/Nova Scotia/00078/2010,Direct Transmission,0,Inter-Species,7.999567999999999,IRD:Teal/Avian,2010-09-07,Nova Scotia,H3N8,IRD:Mallard/Avian,2010-09-07,Nova Scotia,H3N8
895,A/mallard/Nova Scotia/00778/2010,A/gadwall/Nova Scotia/00786/2010,Direct Transmission,0,Inter-Species,7.999567999999999,IRD:Gadwall/Avian,2010-09-07,Nova Scotia,H3N8,IRD:Mallard/Avian,2010-09-07,Nova Scotia,H3N8
896,A/mallard/Nova Scotia/01013/2010,A/blue-winged teal/Prince Edward Island/00849/2010,Environmental Persistence,17,Inter-Species,7.9968910000000015,IRD:Teal/Avian,2010-09-03,Prince Edward Island,H6N1,IRD:Mallard/Avian,2010-09-20,Nova Scotia,H6N1
897,A/mallard/Nova Scotia/01016/2010,A/green-winged teal/New Brunswick/00335/2010,Environmental Persistence,43,Inter-Species,7.965047,IRD:Green-winged Teal/Avian,2010-08-08,New Brunswick,H3N8,IRD:Mallard/Avian,2010-09-20,Nova Scotia,H3N8
898,A/mallard/Nova Scotia/01017/2010,A/American wigeon/Missouri/10OS4752/2010,Direct Transmission,-83,Inter-Species,7.707708999999999,IRD:American Wigeon/Avian,2010-12-12,Missouri,H6N1,IRD:Mallard/Avian,2010-09-20,Nova Scotia,(N1)
899,A/mallard/Nova Scotia/01017/2010,A/mallard/Ohio/10OS1354/2010,Environmental Persistence,45,Intra-Species,7.707708999999999,IRD:Mallard/Avian,2010-08-06,Ohio,H6N1,IRD:Mallard/Avian,2010-09-20,Nova Scotia,(N1)
900,A/mallard/Nova Scotia/03271/2009,A/American black duck/New Brunswick/03398/2009,Direct Transmission,-3,Inter-Species,7.998321000000002,IRD:American Black Duck/Avian,2009-08-09,New Brunswick,H3N8,IRD:Mallard/Avian,2009-08-06,Nova Scotia,H3N8
901,A/mallard/Ohio/10OS1319/2010,A/northern pintail/Interior Alaska/9BM10749R0/2009,Environmental Persistence,350,Inter-Species,7.682946000000001,IRD:Northern Pintail/Avian,2009-08-17,Interior Alaska,H4N6,IRD:Mallard/Avian,2010-08-02,Ohio,H4N6
902,A/mallard/Ohio/10OS1354/2010,A/American wigeon/Missouri/10OS4752/2010,Direct Transmission,-128,Inter-Species,8.0,IRD:American Wigeon/Avian,2010-12-12,Missouri,H6N1,IRD:Mallard/Avian,2010-08-06,Ohio,H6N1
903,A/mallard/Ohio/10OS1467/2010,A/mallard/Ohio/10OS1469/2010,Direct Transmission,0,Intra-Species,7.998558,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2
904,A/mallard/Ohio/10OS1469/2010,A/mallard/Ohio/10OS1470/2010,Direct Transmission,0,Intra-Species,7.998844,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2
905,A/mallard/Ohio/10OS1470/2010,A/mallard/Ohio/10OS1469/2010,Direct Transmission,0,Intra-Species,7.998844,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2,IRD:Mallard/Avian,2010-08-18,Ohio,H3N2
906,A/mallard/Ohio/1695/2009,A/blue-winged teal/Missouri/10MO030/2010,Direct Transmission,-387,Inter-Species,7.7810349999999975,IRD:Teal/Avian,2010-09-16,Missouri,H4N6,IRD:Mallard/Avian,2009-08-25,Ohio,H4N6
907,A/mallard/Ohio/2031/2009,A/mallard/Ohio/2033/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-03,Ohio,H4N9,IRD:Mallard/Avian,2009-08-03,Ohio,H4N9
908,A/mallard/Ohio/2033/2009,A/mallard/Ohio/2031/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2009-08-03,Ohio,H4N9,IRD:Mallard/Avian,2009-08-03,Ohio,H4N9
909,A/mallard/Wisconsin/10OS2773/2010,A/wood duck/Wisconsin/10OS2778/2010,Direct Transmission,0,Inter-Species,7.999002000000001,IRD:Duck/Avian,2010-09-26,Wisconsin,H3N8,IRD:Mallard/Avian,2010-09-26,Wisconsin,H3N8
910,A/mallard/Wisconsin/10OS2909/2010,A/environment/Indiana/10OS1500/2010,Environmental Persistence,30,Inter-Species,7.883061,IRD:Environment,2010-09-03,Indiana,H3N8,IRD:Mallard/Avian,2010-10-03,Wisconsin,H3N8
911,A/mallard/Wisconsin/10OS2917/2010,A/mallard/Wisconsin/10OS2918/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-10-03,Wisconsin,H4N6,IRD:Mallard/Avian,2010-10-03,Wisconsin,H4N6
912,A/mallard/Wisconsin/10OS2918/2010,A/mallard/Wisconsin/10OS2917/2010,Direct Transmission,0,Intra-Species,8.0,IRD:Mallard/Avian,2010-10-03,Wisconsin,H4N6,IRD:Mallard/Avian,2010-10-03,Wisconsin,H4N6
913,A/mallard/Wisconsin/10OS2945/2010,A/mallard/Wisconsin/10OS3169/2010,Direct Transmission,-26,Intra-Species,7.996008,IRD:Mallard/Avian,2010-10-29,Wisconsin,H4N9,IRD:Mallard/Avian,2010-10-03,Wisconsin,(H4)
914,A/mallard/Wisconsin/10OS3169/2010,A/mallard/Wisconsin/10OS2945/2010,Environmental Persistence,26,Intra-Species,7.996008,IRD:Mallard/Avian,2010-10-03,Wisconsin,(H4),IRD:Mallard/Avian,2010-10-29,Wisconsin,H4N9
915,A/mallard/Wisconsin/1538/2009,A/blue-winged teal/Louisiana/AI09-5291/2009,Direct Transmission,-89,Inter-Species,7.596252000000002,IRD:Teal/Avian,2009-11-15,Louisiana,H4N6,IRD:Mallard/Avian,2009-08-18,Wisconsin,H4N6
916,A/mallard/Wisconsin/2530/2009,A/mallard/Iowa/10OS2685/2010,Direct Transmission,-377,Intra-Species,7.744580000000001,IRD:Mallard/Avian,2010-10-16,Iowa,H4N2,IRD:Mallard/Avian,2009-10-04,Wisconsin,H4N2
917,A/mallard/Wisconsin/2653/2009,A/American black duck/New Brunswick/00949/2010,Direct Transmission,-333,Inter-Species,7.782525,IRD:American Black Duck/Avian,2010-09-15,New Brunswick,H4N6,IRD:Mallard/Avian,2009-10-17,Wisconsin,H4N6
918,A/mallard/Wisconsin/2712/2009,A/American black duck/New Brunswick/00617/2010,Direct Transmission,-309,Inter-Species,7.656613,IRD:American Black Duck/Avian,2010-08-16,New Brunswick,(N6),IRD:Mallard/Avian,2009-10-11,Wisconsin,H3N6
919,A/mallard/Wisconsin/2755/2009,A/mallard/Wisconsin/2756/2009,Direct Transmission,0,Intra-Species,7.997937999999999,IRD:Mallard/Avian,2009-10-30,Wisconsin,H1N1,IRD:Mallard/Avian,2009-10-30,Wisconsin,H1N1
920,A/mallard/Wisconsin/2756/2009,A/mallard/Wisconsin/2755/2009,Direct Transmission,0,Intra-Species,7.997937999999999,IRD:Mallard/Avian,2009-10-30,Wisconsin,H1N1,IRD:Mallard/Avian,2009-10-30,Wisconsin,H1N1
921,A/northern pintail/Alberta/8/2009,A/mallard/Interior Alaska/9BM12627R0/2009,Direct Transmission,-16,Inter-Species,7.748769,IRD:Mallard/Avian,2009-09-04,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-19,Alberta,H3N8
922,A/northern pintail/California/2548/2010,A/American green-winged teal/Illinois/10OS3662/2010,Direct Transmission,-8,Inter-Species,7.681432000000001,IRD:Green-winged Teal/Avian,2010-10-31,Illinois,H11N2,IRD:Northern Pintail/Avian,2010-10-23,California,H11N2
923,A/northern pintail/California/3466/2010,A/mallard/California/3569/2010,Direct Transmission,-10,Inter-Species,7.963135,IRD:Mallard/Avian,2010-12-18,California,H1N3,IRD:Northern Pintail/Avian,2010-12-08,California,H1N3
924,A/northern pintail/Interior Alaska/10BM00303R0/2010,A/mallard/Interior Alaska/9BM12627R0/2009,Environmental Persistence,252,Inter-Species,7.978626999999999,IRD:Mallard/Avian,2009-09-04,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2010-05-14,Interior Alaska,H3N8
925,A/northern pintail/Interior Alaska/10BM00849R2/2010,A/mallard/Interior Alaska/9BM8474R0/2009,Environmental Persistence,286,Inter-Species,7.9979359999999975,IRD:Mallard/Avian,2009-08-10,Interior Alaska,H3N1,IRD:Northern Pintail/Avian,2010-05-23,Interior Alaska,H3N1
